article_id	title	main_topic	author	related_topics
365	How to Choose a Stream Processor for Your App	AI, ML & Data Engineering	Miyuru Dayarathna Srinath Perera Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics
366	Testing Programmable Infrastructure - a Year On	DevOps	Matt Long Richard Seroter	Development|DevOps|Software Craftsmanship|IaaS|Automated testing|Agile|Quality|Automation|Cloud Computing|Cloud
367	Microservices from a Startup Perspective	Culture & Methods	Susanne Kaiser Ben Linders	Architecture & Design|Culture & Methods|QCon London 2018|Architecture|Agile|Microservices|Startup|Complex Systems|QCon|Stories & Case Studies
368	Deep Dive into JUnit 5 Extension Model	Development	Uday Tatiraju Ben Evans	Development|Architecture & Design|Testing|JUnit|Unit Testing|Java
369	How the Boston Children’s Hospital Is Innovating on Top of an Open Cloud	DevOps	Jennifer Riggins Richard Seroter	Architecture & Design|DevOps|Containers|Deployment|Infrastructure|Private Cloud|OpenStack|Cloud Computing|Kubernetes|Cloud
370	Increasing Security with a Service Mesh: Christian Posta Explores the Capabilities of Istio	DevOps	Christian Posta Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Security|Istio|Architecture|Network Security|Microservices|Application Security
371	Q&A on the Book Agile Methods for Safety-Critical Systems	Culture & Methods	Brian Shoemaker Ben Linders Nancy Van Schooenderwoert	Culture & Methods|Software Craftsmanship|Safety|Testing|Agile in the Enterprise|InfoQ|Agile|Quality|Story Mapping|Innovation|Adopting Agile|Book Review
372	Analyzing and Preventing Unconscious Bias in Machine Learning	AI, ML & Data Engineering	Srini Penchikala	AI, ML & Data Engineering|Database|InfoQ|Big Data|Infrastructure|Algorithms|Machine Learning|Presentations
373	The Ethics of Security	Architecture & Design	Anne Currie Charles Humble	Architecture & Design|Ethics|Security|Application Security
374	How to Achieve Collaboration as a Key Driver for Continuous Testing	Culture & Methods	Alexander Mohr Shane Hastie	Culture & Methods|Testing|Teamwork|Team Collaboration|Acceptance Testing|Collaboration|Distributed Team|Automated testing|Agile|Automation
375	Serverless Still Requires Infrastructure Management	DevOps	Rafal Gancarz Manuel Pais	DevOps|Infrastructure as Code|Infrastructure|Serverless|Cloud Computing|Cloud
376	Envoy Service Mesh Case Study: Mitigating Cascading Failure at Lyft	DevOps	Daniel Hochman Jose Nino Daniel Bryant	Development|Architecture & Design|DevOps|Envoy|Service Mesh|Architecture|Microservices
377	The Cloud Native QA	DevOps	Greg Simons Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|Software Craftsmanship|Testing|Delivering Quality|Agile|Quality|Cloud-Native|Cloud Computing|Cloud
378	Q&A on the Book Enterprise Agility	Culture & Methods	Sunil Mundra Ben Linders	Culture & Methods|Leadership|Business Agility|Agile in the Enterprise|InfoQ|Agile|Adopting Agile|Book Review|Change
379	Evaluating Hyperledger Composer	Development	Glenn Engstrand Thomas Betts	Development|Architecture & Design|Adaptive Leadership|Leadership|ThoughtWorks|Blockchain|Architecture Evaluation|Hyperledger|Architecture|Agile|Project Management|Emerging Technologies
380	Agile: Reflective Practice and Application	Architecture & Design	John Yorke Shane Hastie	Architecture & Design|Culture & Methods|Assessment|Continuous Improvement|Agile in the Enterprise|Agile|Adopting Agile|Retrospectives
381	Q&A on the Book "Microservices, a Practical Guide, Principles, Concepts, and Recipes"	Architecture & Design	Eberhard Wolff Rui Miguel Ferreira	Development|Architecture & Design|Culture & Methods|DevOps|Microservice Frameworks|Architecture|InfoQ|Microservices|Book Review
382	PSD2: Blessing or Curse for Banks?	Architecture & Design	Pieter De Rycke Daniel Bryant	Development|Architecture & Design|Banking|API Strategy&Practice|Architecture|Open Banking|API
383	Key Takeaway Points and Lessons Learned from QCon New York 2018	Development	Abel Avram	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|QCon New York 2018|QCon
384	Improving Testability of Java Microservices with Container Orchestration and a Service Mesh	Development	Sebastian Daschner Daniel Bryant	Development|Architecture & Design|Containers|Testing|Service Mesh|Istio|Architecture|Java|Automated testing|Microservices|Automation|Cloud Computing|Kubernetes
385	How Contract Tests Improve the Quality of Your Distributed Systems	DevOps	Marcin Grzejszczak Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|TDD|Integration Testing|Testing|Distributed Systems|Architecture|Automated testing|Automation|Cloud|Test Design
386	Agnostic Agile: The Key to a Successful Lean Agile Transformation	Culture & Methods	Tim Guay Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Scrum|Adopting Agile
387	Understanding Software System Behaviour with ML and Time Series Data	AI, ML & Data Engineering	Roland Meertens	Development|AI, ML & Data Engineering|Time Series Data|Machine Learning
388	C# 8 Ranges and Recursive Patterns	Development	Bassam Alugili Jeff Martin	Development|C# 8|.NET|Microsoft
389	Packaging Applications for Docker and Kubernetes: Metaparticle vs Pulumi vs Ballerina	DevOps	Lakmal Warusawithana Daniel Bryant	Development|DevOps|Containers|Architecture|Microservices|Docker|Cloud Computing|Kubernetes
390	Coaching Technical Practices	Culture & Methods	Pedro Santos Shane Hastie	Development|Culture & Methods|Coaching|Refactoring|TDD|Coaching and Mentoring|Testing|Architecture|Agile|Pair Programming|Design|ATDD
391	Measuring Tech Performance: You’re Probably Doing It Wrong	Culture & Methods	Dr Nicole Forsgren PhD Shane Hastie	Culture & Methods|DevOps|Value & Metrics|Teamwork|Agile|Productivity|Metrics
392	The Rewards and Challenges of Predictive Maintenance	Development	Yuval Lavi Sergio De Simone	Development|Artificial Intelligence|Mobile|IOT
393	Q&A on the Book Testing in the Digital Age	Culture & Methods	Ben Linders Tom van de Ven	Culture & Methods|Database|Enterprise Architecture|Security|InfoQ|Big Data|Book Review|Business/IT Alignment|Testing|Robotics|Artificial Intelligence|Architecture|Infrastructure|Digital Transformation|Privacy
394	Building an API Gateway with the Ballerina Programming Language	Architecture & Design	Nuwan Dias Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Architecture|Microservices|Docker|API|Cloud Computing|Kubernetes
395	Getting to Know Graal, the New Java JIT Compiler	Development	Ben Evans Victor Grazi	Development|Architecture & Design|Runtimes|JVMTI|Java Bytecode|JIT|Java|JVM|Virtual Machines
396	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation Applications (Part 3)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
397	Peer Reviews Either Sandbag or Propel Agile Development	Culture & Methods	Patrick Londa Shane Hastie	Development|Culture & Methods|Testing|Code Reviews|Software Testing
398	Your Roadmap to an Open Mobile Application Development Strategy	Development	Olivier Picciotto Sergio De Simone	Development|Android|Open Source|Mobile|Operating Systems|iOS|Cross Platform
399	How to Adopt a New Technology: Advice from Buoyant on Utilising a Service Mesh	DevOps	Thomas Rampelberg Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Architecture|Microservices|Linkerd
400	Q&A on the Book Fluid	Culture & Methods	Ben Linders Najeeb Khan	Culture & Methods|Leadership|Culture|InfoQ|Agile|Culture Change|Innovation|Book Review|Holacracy|Change
401	Cats, Qubits, and Teleportation: The Spooky World of Quantum Algorithms (Part 2)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Artificial Intelligence|Algorithms|Emerging Technologies
402	Q&A on the Book The Professional Product Owner	Culture & Methods	Ben Linders Don McGreal Ralph Jocham	Culture & Methods|Product Owner|Entrepreneurship|Agile Techniques|InfoQ|Agile|Scrum|Release Management|Book Review|Nexus Framework|Project Management|Planning|Product Management
403	Data Citizens: Why We All Care about Data Ethics	AI, ML & Data Engineering	Caitlin McDonald Charles Humble	Architecture & Design|AI, ML & Data Engineering|Ethics
404	People Re-Engineering How To’s: Leadership Enablement	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Leadership|Business/IT Alignment|Enterprise Architecture|Architecture|Agile|Digital Transformation|Digital Focus
405	2018 State of Testing Report	Culture & Methods	Joel Montvelisky Ben Linders Lalit Bhamare	Culture & Methods|Technology Trends|Agile|Test Automation|IT Compensation Trends|Testing|Social Skills|Teamwork|Assessment|Continuous Improvement|Collaboration|Survey|Automation|Retrospectives
406	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation (Part One)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
407	Service Mesh: Promise or Peril?	DevOps	Richard Li Daniel Bryant	Development|Architecture & Design|DevOps|Fault Tolerance|Networking|Service Mesh|Architecture|Infrastructure|Microservices
408	Three Things to NOT Do with Your Software Development Projects	Culture & Methods	Lawrence Putnam Jr Shane Hastie	Culture & Methods|Estimating|Agile|Onboarding New People|Project Management|Planning
409	App Architecture, iOS Application Design Patterns in Swift Review and Author Q&A	Development	Florian Kugler Sergio De Simone Matt Gallagher Chris Eidhof	Development|Swift|Architecture|Mobile|InfoQ|Operating Systems|iOS|Book Review
410	The C4 Model for Software Architecture	Architecture & Design	Simon Brown Thomas Betts	Development|Architecture & Design|Culture & Methods|UML|Communication|Architecture Documentation|Modeling|Architecture|Distributed Team|Agile|Diagramming
411	Q&A on the Book The Pragmatist's Guide to Corporate Lean Strategy	Culture & Methods	Ben Linders Michael Nir	Culture & Methods|Lean Startup|Agile in the Enterprise|MVP|InfoQ|Agile|Scrum|Pivot|Adopting Agile|Book Review|Lean Enterprise|Product Management
412	The SOA Journey: from Understanding Business to Agile Architecture	Architecture & Design	Vadim Samokhin Daniel Bryant	Development|Architecture & Design|Domain Driven Design|SOA|Enterprise Architecture|Architecture|Microservices|Business Process Modeling|Business Process Management
413	How BuzzFeed Migrated from a Perl Monolith to Go and Python Microservices	Architecture & Design	Charles Humble	Architecture & Design|Google Go|NGINX|Architecture|Microservices|Dynamic Languages|Python
414	Can People Trust the Automated Decisions Made by Algorithms?	AI, ML & Data Engineering	Michael Veale Andrew Burt Rebecca Wiliams Michael Stiefel	Development|Architecture & Design|AI, ML & Data Engineering|Legal Matters|Culture|Enterprise Architecture|Virtual Panel|Artificial Intelligence|Architecture|Machine Learning
415	Retrospectives are Weak - Here is How to Make Them Stronger	Culture & Methods	Bob Griffiths Michael de la Maza Shane Hastie	Culture & Methods|Assessment|Continuous Improvement|Agile|Retrospectives
416	Istio and the Future of Service Meshes	DevOps	Jasmine Jaksic Daniel Bryant	Development|DevOps|Performance|Service Mesh|NGINX|Istio|Architecture|Network Security|Microservices|Monitoring|Observability|application performance management
417	Default Interface Methods in C# 8	Development	Bassam Alugili Jeff Martin	Development|C# 8|.NET|Microsoft
418	Q&A on the Book Changing Times: Quality for Humans in a Digital Age	Culture & Methods	Rich Rogers Ben Linders	Culture & Methods|Software Craftsmanship|Delivering Quality|Trust|InfoQ|Customers & Requirements|Agile|Quality|Book Review|Project Management
419	Democratizing Stream Processing with Apache Kafka and KSQL - Part 1	AI, ML & Data Engineering	Michael Noll Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Database|Data Analysis|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics|Apache Kafka
420	Refactoring to Eclipse Collections: Making Your Java Streams Leaner, Meaner, and Cleaner	Development	Kristen O'Leary Vladimir Zakharov Victor Grazi	Development|Java8|Java|Lambda Expressions|Java 8 Collection
421	How Technology Is Impacting the Future of Work through Fragmentation	Culture & Methods	Ben Linders Kary Bheemaiah	Culture & Methods|Agile Conferences|Blockchain|Teamwork|Spark The Change|Collaboration|Architecture|Artificial Intelligence|Agile|Technology|Emerging Technologies
422	Picking an Active-Active Geo Distribution Strategy: Comparing Merge Replication and CRDT	Development	Roshan Kumar Daniel Bryant	Development|Architecture & Design|NoSQL|Performance|Redis|Database|Scalability|Key-Value Store|Database Replication
423	The Cost of Fear in Organisational Change	Culture & Methods	Oana Juncu Shane Hastie	Culture & Methods|Culture|Agile in the Enterprise|Agile|Culture Change|Adopting Agile|Change
424	Is Your Product Roadmap Still Meeting Customer Needs?	Culture & Methods	Justin Zalewski Shane Hastie	Culture & Methods|Roadmap|Product Backlog|Product Development
425	Q&A on The Agile Developer's Handbook	Culture & Methods	Ben Linders Rafiq Gemmail Paul Flewelling	Culture & Methods|Software Craftsmanship|Agile Techniques|Kanban|Agile in the Enterprise|InfoQ|Agile|Quality|Mob Programming|Adopting Agile|Book Review|Code Quality|eXtreme Programming|Teamwork|Scrum|Lean
426	Understanding the Varieties of .NET	Development	Wayne Citrin Jeff Martin	Development|.NET Core|Mono|.NET|.NET Framework|Microsoft
427	Q&A on the Book Accelerate: Building and Scaling High Performance Technology Organizations	DevOps	Dr. Nicole Forsgren Jez Humble Ben Linders	Culture & Methods|DevOps|IT Service Management|Continuous Delivery|Trends|Applied Research|Automated Deployment|Security|Agile Techniques|InfoQ|Agile|Measurement|Book Review|Cloud Computing
428	Ballerina Tutorial: A Programming Language for Integration	Architecture & Design	Tyler Jewell Daniel Bryant	Development|Architecture & Design|Microservice Frameworks|SOA|Enterprise Architecture|Architecture|Workflow / BPM|Microservices|Business Process Management
429	Q&A on the Book Many Voices, One Song - Shared Power with Sociocracy	Culture & Methods	Jerry Koch-Gonzalez Ted Rau Ben Linders	Culture & Methods|Leadership|Enterprise Architecture|Teamwork|Governance|Management|Architecture|Sociocracy|InfoQ|Agile|Scrum|Self-organizing Team|Book Review
430	Q&A on the Book Unscaled	Culture & Methods	Ben Linders Hemant Taneja	Culture & Methods|InfoQ|Customers & Requirements|Cloud Adoption|Scaling Agile|Agile|Book Review|Project Management|Cloud Computing|Descaling
