article_id	title	main_topic	author	related_topics
357	DDD With TLC	Architecture & Design	Julie Lerman Thomas Betts	Development|Architecture & Design|Culture & Methods|Domain Driven Design|Coaching and Mentoring|Teamwork|Agile|Project Management|Consulting
358	Q&A on the Book Adaptive Space	Culture & Methods	Michael Arena Ben Linders	Culture & Methods|Leadership|Business Agility|Entrepreneurship|Social Networking|InfoQ|Agile|Innovation|Book Review
359	A Critique of Resizable Hash Tables: Riak Core & Random Slicing	Architecture & Design	Scott Lystig Fritchie Charles Humble	Architecture & Design|Event Stream Processing|NoSQL|Dynamo DB|Database|Event Driven Architecture|Architecture|Distributed Document Oriented Database|Pony|Streaming|Riak|Key-Value Store|Functional Programming
360	Build a MySQL Spring Boot App Running on WildFly on an Azure VM	Development	Brian Benz Ben Evans	Development|Architecture & Design|DevOps|Azure|Spring Boot|Spring|Pivotal|Java|Microsoft|Microservices|Web Development|JBoss|Application Servers|Microservice Frameworks|PaaS|Web Servers|.NET|Architecture|RedHat|Cloud Computing|JBoss WildFly
361	The Future-Ready Organization: An Interview with Agile Manifesto Co-Author Arie Van Bennekum	Culture & Methods	Shaaron A Alvares Shane Hastie	Agile Conferences|Agile Culture|Agile in the Enterprise|Culture & Methods|Agile|Adopting Agile|Mindset
362	The State of DevOps in Banking – Report from DOES London 2018	DevOps	Helen Beal Daniel Bryant	DevOps|Banking|Continuous Deployment|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Continuous Integration|Agile|Cloud Computing
363	The Argument for WCF Hosting in .NET Core	Development	Jonathan Allen	Development|Architecture & Design|SOA|Enterprise Architecture|Web API|SOAP|Microsoft|Messaging|API|REST|.NET Core|Architecture|Web Services|.NET|WCF
364	How to Choose a Stream Processor for Your App	AI, ML & Data Engineering	Miyuru Dayarathna Srinath Perera Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics
365	Testing Programmable Infrastructure - a Year On	DevOps	Matt Long Richard Seroter	Development|DevOps|Software Craftsmanship|IaaS|Automated testing|Agile|Quality|Automation|Cloud Computing|Cloud
366	Microservices from a Startup Perspective	Culture & Methods	Susanne Kaiser Ben Linders	Architecture & Design|Culture & Methods|QCon London 2018|Architecture|Agile|Microservices|Startup|Complex Systems|QCon|Stories & Case Studies
367	Deep Dive into JUnit 5 Extension Model	Development	Uday Tatiraju Ben Evans	Development|Architecture & Design|Testing|JUnit|Unit Testing|Java
368	How the Boston Children’s Hospital Is Innovating on Top of an Open Cloud	DevOps	Jennifer Riggins Richard Seroter	Architecture & Design|DevOps|Containers|Deployment|Infrastructure|Private Cloud|OpenStack|Cloud Computing|Kubernetes|Cloud
369	Increasing Security with a Service Mesh: Christian Posta Explores the Capabilities of Istio	DevOps	Christian Posta Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Security|Istio|Architecture|Network Security|Microservices|Application Security
370	Q&A on the Book Agile Methods for Safety-Critical Systems	Culture & Methods	Nancy Van Schooenderwoert Brian Shoemaker Ben Linders	Culture & Methods|Software Craftsmanship|Safety|Testing|Agile in the Enterprise|InfoQ|Agile|Quality|Story Mapping|Innovation|Adopting Agile|Book Review
371	Analyzing and Preventing Unconscious Bias in Machine Learning	AI, ML & Data Engineering	Srini Penchikala	AI, ML & Data Engineering|Database|InfoQ|Big Data|Infrastructure|Algorithms|Machine Learning|Presentations
372	The Ethics of Security	Architecture & Design	Anne Currie Charles Humble	Architecture & Design|Ethics|Security|Application Security
373	How to Achieve Collaboration as a Key Driver for Continuous Testing	Culture & Methods	Alexander Mohr Shane Hastie	Culture & Methods|Testing|Teamwork|Team Collaboration|Acceptance Testing|Collaboration|Distributed Team|Automated testing|Agile|Automation
374	Serverless Still Requires Infrastructure Management	DevOps	Rafal Gancarz Manuel Pais	DevOps|Infrastructure as Code|Infrastructure|Serverless|Cloud Computing|Cloud
375	Envoy Service Mesh Case Study: Mitigating Cascading Failure at Lyft	DevOps	Jose Nino Daniel Hochman Daniel Bryant	Development|Architecture & Design|DevOps|Envoy|Service Mesh|Architecture|Microservices
376	The Cloud Native QA	DevOps	Greg Simons Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|Software Craftsmanship|Testing|Delivering Quality|Agile|Quality|Cloud-Native|Cloud Computing|Cloud
377	Q&A on the Book Enterprise Agility	Culture & Methods	Ben Linders Sunil Mundra	Culture & Methods|Leadership|Business Agility|Agile in the Enterprise|InfoQ|Agile|Adopting Agile|Book Review|Change
378	Evaluating Hyperledger Composer	Development	Glenn Engstrand Thomas Betts	Development|Architecture & Design|Adaptive Leadership|Leadership|ThoughtWorks|Blockchain|Architecture Evaluation|Hyperledger|Architecture|Agile|Project Management|Emerging Technologies
379	Agile: Reflective Practice and Application	Architecture & Design	John Yorke Shane Hastie	Architecture & Design|Culture & Methods|Assessment|Continuous Improvement|Agile in the Enterprise|Agile|Adopting Agile|Retrospectives
380	Q&A on the Book "Microservices, a Practical Guide, Principles, Concepts, and Recipes"	Architecture & Design	Rui Miguel Ferreira Eberhard Wolff	Development|Architecture & Design|Culture & Methods|DevOps|Microservice Frameworks|Architecture|InfoQ|Microservices|Book Review
381	PSD2: Blessing or Curse for Banks?	Architecture & Design	Pieter De Rycke Daniel Bryant	Development|Architecture & Design|Banking|API Strategy&Practice|Architecture|Open Banking|API
382	Key Takeaway Points and Lessons Learned from QCon New York 2018	Development	Abel Avram	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|QCon New York 2018|QCon
383	Improving Testability of Java Microservices with Container Orchestration and a Service Mesh	Development	Sebastian Daschner Daniel Bryant	Development|Architecture & Design|Containers|Testing|Service Mesh|Istio|Architecture|Java|Automated testing|Microservices|Automation|Cloud Computing|Kubernetes
384	How Contract Tests Improve the Quality of Your Distributed Systems	DevOps	Marcin Grzejszczak Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|TDD|Integration Testing|Testing|Distributed Systems|Architecture|Automated testing|Automation|Cloud|Test Design
385	Agnostic Agile: The Key to a Successful Lean Agile Transformation	Culture & Methods	Tim Guay Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Scrum|Adopting Agile
386	Understanding Software System Behaviour with ML and Time Series Data	AI, ML & Data Engineering	Roland Meertens	Development|AI, ML & Data Engineering|Time Series Data|Machine Learning
387	C# 8 Ranges and Recursive Patterns	Development	Bassam Alugili Jeff Martin	Development|C# 8|.NET|Microsoft
388	Packaging Applications for Docker and Kubernetes: Metaparticle vs Pulumi vs Ballerina	DevOps	Lakmal Warusawithana Daniel Bryant	Development|DevOps|Containers|Architecture|Microservices|Docker|Cloud Computing|Kubernetes
389	Coaching Technical Practices	Culture & Methods	Pedro Santos Shane Hastie	Development|Culture & Methods|Coaching|Refactoring|TDD|Coaching and Mentoring|Testing|Architecture|Agile|Pair Programming|Design|ATDD
390	Measuring Tech Performance: You’re Probably Doing It Wrong	Culture & Methods	Dr Nicole Forsgren PhD Shane Hastie	Culture & Methods|DevOps|Value & Metrics|Teamwork|Agile|Productivity|Metrics
391	The Rewards and Challenges of Predictive Maintenance	Development	Yuval Lavi Sergio De Simone	Development|Artificial Intelligence|Mobile|IOT
392	Q&A on the Book Testing in the Digital Age	Culture & Methods	Tom van de Ven Ben Linders	Culture & Methods|Database|Enterprise Architecture|Security|InfoQ|Big Data|Book Review|Business/IT Alignment|Testing|Robotics|Artificial Intelligence|Architecture|Infrastructure|Digital Transformation|Privacy
393	Building an API Gateway with the Ballerina Programming Language	Architecture & Design	Nuwan Dias Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Architecture|Microservices|Docker|API|Cloud Computing|Kubernetes
394	Getting to Know Graal, the New Java JIT Compiler	Development	Ben Evans Victor Grazi	Development|Architecture & Design|Runtimes|JVMTI|Java Bytecode|JIT|Java|JVM|Virtual Machines
395	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation Applications (Part 3)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
396	Peer Reviews Either Sandbag or Propel Agile Development	Culture & Methods	Patrick Londa Shane Hastie	Development|Culture & Methods|Testing|Code Reviews|Software Testing
397	Your Roadmap to an Open Mobile Application Development Strategy	Development	Olivier Picciotto Sergio De Simone	Development|Android|Open Source|Mobile|Operating Systems|iOS|Cross Platform
398	How to Adopt a New Technology: Advice from Buoyant on Utilising a Service Mesh	DevOps	Thomas Rampelberg Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Architecture|Microservices|Linkerd
399	Q&A on the Book Fluid	Culture & Methods	Najeeb Khan Ben Linders	Culture & Methods|Leadership|Culture|InfoQ|Agile|Culture Change|Innovation|Book Review|Holacracy|Change
400	Cats, Qubits, and Teleportation: The Spooky World of Quantum Algorithms (Part 2)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Artificial Intelligence|Algorithms|Emerging Technologies
401	Q&A on the Book The Professional Product Owner	Culture & Methods	Don McGreal Ralph Jocham Ben Linders	Culture & Methods|Product Owner|Entrepreneurship|Agile Techniques|InfoQ|Agile|Scrum|Release Management|Book Review|Nexus Framework|Project Management|Planning|Product Management
402	Data Citizens: Why We All Care about Data Ethics	AI, ML & Data Engineering	Caitlin McDonald Charles Humble	Architecture & Design|AI, ML & Data Engineering|Ethics
403	People Re-Engineering How To’s: Leadership Enablement	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Leadership|Business/IT Alignment|Enterprise Architecture|Architecture|Agile|Digital Transformation|Digital Focus
404	2018 State of Testing Report	Culture & Methods	Ben Linders Lalit Bhamare Joel Montvelisky	Culture & Methods|Technology Trends|Agile|Test Automation|IT Compensation Trends|Testing|Social Skills|Teamwork|Assessment|Continuous Improvement|Collaboration|Survey|Automation|Retrospectives
405	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation (Part One)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
406	Service Mesh: Promise or Peril?	DevOps	Richard Li Daniel Bryant	Development|Architecture & Design|DevOps|Fault Tolerance|Networking|Service Mesh|Architecture|Infrastructure|Microservices
407	Three Things to NOT Do with Your Software Development Projects	Culture & Methods	Lawrence Putnam Jr Shane Hastie	Culture & Methods|Estimating|Agile|Onboarding New People|Project Management|Planning
408	App Architecture, iOS Application Design Patterns in Swift Review and Author Q&A	Development	Florian Kugler Matt Gallagher Sergio De Simone Chris Eidhof	Development|Swift|Architecture|Mobile|InfoQ|Operating Systems|iOS|Book Review
409	The C4 Model for Software Architecture	Architecture & Design	Simon Brown Thomas Betts	Development|Architecture & Design|Culture & Methods|UML|Communication|Architecture Documentation|Modeling|Architecture|Distributed Team|Agile|Diagramming
410	Q&A on the Book The Pragmatist's Guide to Corporate Lean Strategy	Culture & Methods	Michael Nir Ben Linders	Culture & Methods|Lean Startup|Agile in the Enterprise|MVP|InfoQ|Agile|Scrum|Pivot|Adopting Agile|Book Review|Lean Enterprise|Product Management
411	The SOA Journey: from Understanding Business to Agile Architecture	Architecture & Design	Vadim Samokhin Daniel Bryant	Development|Architecture & Design|Domain Driven Design|SOA|Enterprise Architecture|Architecture|Microservices|Business Process Modeling|Business Process Management
412	How BuzzFeed Migrated from a Perl Monolith to Go and Python Microservices	Architecture & Design	Charles Humble	Architecture & Design|Google Go|NGINX|Architecture|Microservices|Dynamic Languages|Python
413	Can People Trust the Automated Decisions Made by Algorithms?	AI, ML & Data Engineering	Michael Veale Andrew Burt Rebecca Wiliams Michael Stiefel	Development|Architecture & Design|AI, ML & Data Engineering|Legal Matters|Culture|Enterprise Architecture|Virtual Panel|Artificial Intelligence|Architecture|Machine Learning
414	Retrospectives are Weak - Here is How to Make Them Stronger	Culture & Methods	Michael de la Maza Bob Griffiths Shane Hastie	Culture & Methods|Assessment|Continuous Improvement|Agile|Retrospectives
415	Istio and the Future of Service Meshes	DevOps	Jasmine Jaksic Daniel Bryant	Development|DevOps|Performance|Service Mesh|NGINX|Istio|Architecture|Network Security|Microservices|Monitoring|Observability|application performance management
416	Default Interface Methods in C# 8	Development	Bassam Alugili Jeff Martin	Development|C# 8|.NET|Microsoft
417	Q&A on the Book Changing Times: Quality for Humans in a Digital Age	Culture & Methods	Ben Linders Rich Rogers	Culture & Methods|Software Craftsmanship|Delivering Quality|Trust|InfoQ|Customers & Requirements|Agile|Quality|Book Review|Project Management
418	Democratizing Stream Processing with Apache Kafka and KSQL - Part 1	AI, ML & Data Engineering	Michael Noll Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Database|Data Analysis|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics|Apache Kafka
419	Refactoring to Eclipse Collections: Making Your Java Streams Leaner, Meaner, and Cleaner	Development	Kristen O'Leary Vladimir Zakharov Victor Grazi	Development|Java8|Java|Lambda Expressions|Java 8 Collection
420	How Technology Is Impacting the Future of Work through Fragmentation	Culture & Methods	Ben Linders Kary Bheemaiah	Culture & Methods|Agile Conferences|Blockchain|Teamwork|Spark The Change|Collaboration|Architecture|Artificial Intelligence|Agile|Technology|Emerging Technologies
421	Picking an Active-Active Geo Distribution Strategy: Comparing Merge Replication and CRDT	Development	Roshan Kumar Daniel Bryant	Development|Architecture & Design|NoSQL|Performance|Redis|Database|Scalability|Key-Value Store|Database Replication
